ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_LN_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;32_NR_Behavior;33_Contact;34_AR;35_3M;36_Occurence;37_Notes;highlight;msm;corrected_msm
cf72637d-202b-4d5f-a2e5-8a96c1456824;2025-04-30;1900-01-01 09:32:00;NO;E;;;;;;E;;;;;;E;;;LN;;;E;;;GG;;;E;;;;;;red;572;572.0
cbb6e6ee-3b04-476b-b095-7c7369192539;2025-04-30;1900-01-01 09:34:00;Yes;E;;;;;;E;;;;;;E;;;LN;;;E;;;GG;;;E;;;;;;green;574;574.0
694f7a78-d7f2-43af-afce-a3a11e5dac1f;2025-04-30;1900-01-01 09:36:00;NO;M;;;;;;M;;;;;Playing with NR;E;;;LN;;;E;;;GG;;;M;;;;;;;576;576.0
52690df1-f0b8-4bae-99f9-fa66cc7e0fe4;2025-04-30;1900-01-01 09:38:00;NO;M;;;;;;E;;;;;;E;;;LN;;;E;;;GG;;;E;;;;;;;578;578.0
f54833c2-8f69-4289-a11c-10c46be81885;2025-04-30;1900-01-01 09:40:00;NO;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;M;;;;;;;580;580.0
dd32b829-7524-4ea0-aa3d-d2e62a028d7a;2025-04-30;1900-01-01 09:42:00;NO;M;;;;;Playing with NR;PL;;NR;;;;E;;;;;;E;;;;;;PL;;SB;;;;;582;582.0
020451e3-ba5b-4597-8beb-5ffbc9422b88;2025-04-30;1900-01-01 09:44:00;NO;E;;;;;;M;;;;;;E;;;;;;E;;;;;;E;;;;;;;584;584.0
2aec0f36-f438-4a5d-afc4-9e10e187eb5b;2025-04-30;1900-01-01 09:46:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;586;586.0
a65bdeaa-659f-4070-8712-ff880e7d6130;2025-04-30;1900-01-01 09:48:00;NO;E;;;;;;E;;;;;;E;;;;;;RS;;;;;;RS;;;;;;;588;588.0
e4f19b38-4481-48c2-8cd6-25b1768aaec1;2025-04-30;1900-01-01 09:50:00;NO;E;;;SB;;;E;;;MZ, GG;;;E;;;SB;;;RS;;;;;;E;;;;;;;590;590.0
29f49cea-d8e3-4656-9aa5-266925a27ece;2025-04-30;1900-01-01 09:52:00;NO;E;;GG;;;;M;;;;;;E;;MZ;;;;RS;;;;;;E;;;;;;;592;592.0
f503b8c1-3063-44ca-b427-559677c6882e;2025-04-30;1900-01-01 09:54:00;NO;E;;;;;;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;;594;594.0
840620d4-2ace-488a-add8-7192634bde30;2025-04-30;1900-01-01 09:56:00;NO;E;;;;;;PL;;NR;;;;E;;;;;;RS;;;;;;PL;;SB;;;;;596;596.0
02706ebc-a05e-4701-a608-72f983114d27;2025-04-30;1900-01-01 09:58:00;NO;E;;;;;;PL;;NR;;;;E;;;;;;RS;;;;;;PL;;SB;;;;;598;598.0
85847d28-7493-4f8a-936b-f265b2712cbc;2025-04-30;1900-01-01 10:00:00;NO;E;;;;;;E;;;;;;E;;LN;;;;RL;;;;;;E;;;;;;;600;600.0
b19e0c1f-1136-48d7-b05e-b477996e0d97;2025-04-30;1900-01-01 10:02:00;NO;PL;;SB;;;;PL;;MZ;NR;;;E;;LN;;;;RL;;GG;;;;M;;;SB;;;;602;602.0
b6a30374-68aa-4082-aef3-18910e317e9e;2025-04-30;1900-01-01 10:04:00;NO;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RL;;GG, NR;;;;E;;LN, GG;;;;red;604;604.0
5b679223-e69d-4f36-929d-f003424995e6;2025-04-30;1900-01-01 10:06:00;Yes;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RL;;GG, NR;;;;E;;LN, GG;;;;green;606;606.0
295ed430-9df2-4621-ac81-e11f0bf7cc3d;2025-04-30;1900-01-01 10:08:00;NO;E;;;;;;E;;;;;;RS;;LN, NR;;;;RS;;GG, NR;;;;RS;;GG, LN;;;;;608;608.0
22950fb4-b682-4f96-bd2d-a3ca9c43ee9d;2025-04-30;1900-01-01 10:10:00;NO;E;;;;;;E;;;;;;RS;;LN;;;;RS;;GG;;;;E;;;;;;;610;610.0
e0dbc72c-414a-4be2-bcff-0c4a8a65a428;2025-04-30;1900-01-01 10:12:00;NO;RL;;;;;;RL;;;;;;RS;;LN;;;;RS;;GG;;;;M;;;;;;;612;612.0
9be459bd-b319-4f29-b048-bf19ba2019ed;2025-04-30;1900-01-01 10:14:00;NO;SD;;;;;;RL;;;;;;RS;;LN;;;;RS;;GG;;;;E;;;;;;red;614;614.0
8d775601-c4d0-47a2-9c41-72c1f783fee8;2025-04-30;1900-01-01 10:16:00;Yes;SD;;;;;;RL;;;;;;RS;;LN;;;;RS;;GG;;;;E;;;;;;green;616;616.0
30bf200d-fd63-4b5b-917b-09d416da56e3;2025-04-30;1900-01-01 10:18:00;NO;M;;;;;;RL;;;;;;RS;;LN, NR;;;;RS;;NR, GG;;;;SD;;GG, LN;;;;;618;618.0
a44859fd-061a-4f16-b4de-fafcba2da510;2025-04-30;1900-01-01 10:20:00;NO;RL;;;;;;RL;;;;;;RL;;LN, NR;;;;RS;;GG, NR;;;;RL;;GG, LN;;;;red;620;620.0
c6706167-e3c3-48b9-a975-b304005d44b7;2025-04-30;1900-01-01 10:22:00;Yes;RL;;;;;;RL;;;;;;RL;;LN, NR;;;;RS;;GG, NR;;;;RL;;GG, LN;;;;green;622;622.0
3a76ab67-a274-47f2-a704-f0fbd6ef8f88;2025-04-30;1900-01-01 10:24:00;NO;RL;;;;;;RL;;;;;;RS;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;red;624;624.0
bd916d6e-1c34-42c4-88de-9de45b59c07f;2025-04-30;1900-01-01 10:26:00;Yes;RL;;;;;;RL;;;;;;RS;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;626;626.0
748827b2-bf7e-4955-9100-826ce4140e96;2025-04-30;1900-01-01 10:28:00;Yes;RL;;;;;;RL;;;;;;RS;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;628;628.0
85a27cc4-712f-44f0-bda5-5e28a09121f0;2025-04-30;1900-01-01 10:30:00;Yes;RL;;;;;;RL;;;;;;RS;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;630;630.0
bb22bdbf-6119-4573-87ab-04d1bf209ec6;2025-04-30;1900-01-01 10:46:00;NO;E;;LN;;;;PL;;GG;;;;PL;;SB;;;;RS;;MZ;;;;M;;;;;;;646;645.0
1a12b818-86f6-4358-b5b4-0f017ee18ae1;2025-04-30;1900-01-01 10:48:00;NO;M;;;;;;PL;;GG;;;;PL;;;;;;RS;;NR;;;;RS;;LN;;;;;648;647.0
bc96cc96-e0ce-4bda-a184-b62b9c2bfab5;2025-04-30;1900-01-01 10:50:00;NO;M;;;;;;PL;;NR, LN, GG;;;;PL;;NR, SB, LN;;;;PL;;NR, GG, SB;;;;PL;;LN, GG, SB;;;;;650;649.0
80057694-615c-4903-8267-5d38548d19ff;2025-04-30;1900-01-01 10:52:00;NO;GG;NR;SB;LN, GG;;;GG;NR;MZ;LN, GG;;;PL;LN;;MZ, SB, NR;;;PL;GG;;MZ, SB, NR;;;GR;SB, MZ;;LN, GG;;;red;652;651.0
dc1d46c9-5cd7-4c3b-a161-7e1c80be8b7b;2025-04-30;1900-01-01 10:54:00;Yes;GG;NR;SB;LN, GG;;;GG;NR;MZ;LN, GG;;;PL;LN;;MZ, SB, NR;;;PL;GG;;MZ, SB, NR;;;GR;SB, MZ;;LN, GG;;;green;654;653.0
fc5bdb11-612b-4933-991c-aaa678921eaf;2025-04-30;1900-01-01 10:56:00;NO;GG;SB;NR;GG, LN;;;GR;MZ, NR;;LN, GG;;;GG;LN;;MZ, SB, NR;;;GR;GG;;MZ, SB, NR;;;GG;SB;MZ;SB, LN;;;;656;655.0
ba534203-4a0d-4307-82b2-ab742bec8594;2025-04-30;1900-01-01 10:58:00;NO;GR;LN;NR;;;;RS;;LN, MZ;;;;M;;;;;;GR;MZ;SB;;;;E;;;;;;red;658;657.0
280ae289-51a9-40ad-b30f-550b70dcf58d;2025-04-30;1900-01-01 11:00:00;Yes;GR;LN;NR;;;;RS;;LN, MZ;;;;M;;;;;;GR;MZ;SB;;;;E;;;;;;green;660;659.0
43aa72c0-f947-46d0-b8cd-d37a9a0a59b1;2025-04-30;1900-01-01 11:02:00;NO;DS;;;LN;;;RS;;;;;Playing with NR;PL;;NR;;;;RS;;;MZ;;;PL;;GG;;;;;662;661.0
